index	g id	t id	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20
868	g178	t869	0	3	0	0	2	6	0	0	0	4	1	0	1	2	0	1	0	0	1	2
869	g178	t870	4	0	3	0	0	0	4	0	1	1	5	5	5	0	0	4	0	0	0	0
870	g178	t871	0	5	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0
871	g178	t872	2	3	5	4	0	0	0	2	0	0	2	4	0	2	0	0	13	2	0	3
872	g179	t873	1	0	5	4	0	0	0	3	0	2	0	1	0	0	0	6	5	0	4	0
873	g179	t874	1	4	4	0	0	0	6	3	1	3	0	1	0	0	2	0	6	0	5	0
874	g179	t875	0	4	3	0	2	3	0	0	0	6	0	4	0	0	3	5	0	0	4	4
875	g179	t876	3	1	0	2	1	3	3	0	4	3	2	0	0	4	2	0	0	0	0	0
876	g179	t877	7	0	0	0	0	0	0	2	0	4	1	0	2	1	0	1	3	3	1	2
877	g179	t878	1	0	4	2	2	0	3	0	3	0	0	6	0	3	5	0	0	4	0	0
878	g179	t879	0	4	2	0	0	3	0	0	0	2	5	4	0	0	0	5	0	3	0	0
879	g179	t880	0	0	0	0	0	0	4	2	0	0	0	4	2	0	2	2	6	4	0	1
880	g179	t881	3	2	2	4	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	6
881	g179	t882	3	0	4	0	0	0	0	5	0	5	0	0	0	0	8	5	6	1	0	3
882	g18	t883	4	4	3	0	6	3	3	0	3	3	0	2	0	0	0	3	0	0	0	0
883	g18	t884	0	0	0	0	3	0	0	4	0	0	0	0	2	0	6	0	4	0	0	3
884	g18	t885	3	0	0	6	0	0	2	3	0	2	8	0	4	0	0	0	0	0	0	0
885	g18	t886	0	0	4	0	4	1	0	2	1	3	0	0	1	0	0	3	0	0	3	7
886	g18	t887	3	0	0	5	2	0	0	4	1	2	0	0	5	3	0	0	0	0	0	1
887	g18	t888	3	0	3	0	0	2	2	0	4	0	3	5	3	4	0	3	0	0	1	0
888	g18	t889	1	0	0	0	4	4	2	2	0	7	0	4	0	0	2	0	0	4	0	3
889	g18	t890	0	2	0	0	3	4	0	0	4	0	4	0	8	7	0	3	4	4	0	4
890	g18	t891	2	1	0	0	0	0	0	0	2	0	0	4	0	8	0	7	2	0	0	0
891	g18	t892	1	2	6	0	1	0	2	3	3	0	4	3	4	1	0	0	0	0	0	0
892	g180	t893	3	0	3	5	1	2	2	0	0	0	0	0	4	0	3	1	1	0	2	5
893	g180	t894	2	0	2	5	0	2	2	4	3	3	0	2	4	0	3	0	3	4	5	4
894	g180	t895	2	0	0	5	2	5	0	6	4	3	0	2	3	0	2	0	0	2	1	2
895	g180	t896	0	2	6	0	0	0	0	0	7	0	0	0	1	0	0	0	0	4	0	0
896	g180	t897	1	0	0	0	3	0	0	0	0	5	2	4	2	0	3	0	2	0	2	4
897	g180	t898	3	0	3	2	2	3	4	3	0	5	2	3	1	2	0	0	0	0	4	2
898	g181	t899	3	1	0	2	3	0	0	5	0	2	1	6	0	1	0	5	0	2	4	0
899	g181	t900	11	4	1	4	0	3	0	3	0	2	0	0	0	0	3	0	0	0	0	0
900	g181	t901	0	0	0	0	0	7	0	1	5	3	0	2	1	0	0	5	3	4	2	0
901	g181	t902	0	4	0	0	2	0	0	2	1	0	6	2	4	4	2	0	0	0	6	0
902	g181	t903	6	0	0	0	2	4	1	0	4	3	2	0	0	2	0	0	0	1	3	1
903	g181	t904	0	0	4	2	4	0	1	2	2	0	0	4	5	0	5	2	4	2	1	3
904	g181	t905	0	0	0	3	4	6	0	2	0	0	0	0	2	0	0	3	0	2	0	0
905	g181	t906	3	1	0	0	0	1	0	4	3	0	5	5	0	1	2	0	2	2	4	1
906	g181	t907	0	0	0	4	0	0	1	5	0	2	0	3	3	1	1	0	4	0	0	3
907	g181	t908	0	0	0	0	0	0	0	6	4	5	0	0	0	0	3	4	0	0	0	0
908	g181	t909	2	0	2	2	0	0	0	0	2	4	0	0	1	0	0	0	4	0	5	0
909	g181	t910	2	7	6	0	0	4	0	3	0	0	0	1	5	3	2	0	3	0	0	6
910	g181	t911	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	2	0	0	0	4
911	g181	t912	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	5	3	3	0	2
912	g181	t913	0	0	0	0	3	0	3	1	0	5	7	4	5	0	0	0	5	0	0	0
913	g182	t914	1	0	0	4	0	0	0	0	4	5	4	4	0	2	5	2	5	3	0	2
914	g182	t915	1	1	0	0	0	0	3	3	0	0	2	0	0	3	1	0	0	2	0	4
915	g182	t916	0	4	2	0	0	2	2	0	4	0	2	1	7	6	0	3	0	5	2	0
916	g182	t917	3	4	0	0	5	0	0	0	6	0	3	0	2	2	0	0	0	5	3	3
917	g182	t918	4	0	1	0	1	5	0	2	0	0	0	1	0	0	4	0	0	5	3	5
918	g182	t919	7	5	0	0	3	0	6	2	5	4	2	1	0	2	0	0	2	0	5	3
919	g182	t920	0	0	0	5	0	2	0	0	0	2	0	3	0	1	0	2	0	6	0	3
920	g183	t921	0	0	2	3	0	2	0	3	5	2	4	3	0	0	5	0	0	4	4	4
921	g183	t922	0	0	4	2	0	1	0	2	0	0	5	2	0	0	2	0	0	0	2	3
922	g183	t923	0	0	0	0	2	0	5	2	0	2	2	0	3	4	0	0	3	6	1	3
923	g183	t924	0	2	6	3	0	8	2	0	5	0	0	0	3	1	0	0	5	0	0	2
924	g183	t925	0	5	5	2	0	2	0	0	0	3	0	1	0	2	3	4	0	3	0	1
925	g183	t926	0	0	0	0	3	2	2	2	2	3	1	5	0	1	3	0	0	0	6	1
926	g183	t927	4	7	0	0	0	0	0	3	0	0	0	2	2	3	3	0	3	3	0	5
927	g183	t928	0	0	0	4	0	7	1	1	0	0	0	0	1	5	1	3	5	0	1	4
928	g183	t929	0	0	0	4	0	1	0	0	0	0	0	3	0	0	3	0	0	5	3	2
929	g183	t930	9	2	0	2	0	0	0	0	1	4	0	4	0	0	0	0	0	1	0	0
930	g183	t931	0	3	0	1	2	0	0	0	4	0	0	0	0	2	0	0	2	5	1	0
931	g183	t932	0	0	4	0	0	6	2	0	6	3	1	0	3	0	2	0	0	2	2	0
932	g183	t933	1	0	6	2	0	0	4	5	4	0	5	0	1	1	0	0	1	5	3	0
933	g183	t934	2	2	0	0	3	3	0	0	1	2	0	0	1	2	7	5	1	4	1	2
934	g183	t935	2	0	3	5	1	3	3	1	0	6	0	3	0	4	3	0	0	0	0	4
935	g184	t936	0	6	0	0	2	0	0	0	6	2	6	0	0	1	5	3	0	0	0	5
936	g184	t937	3	0	0	0	0	3	4	0	0	0	0	3	0	0	0	4	2	2	2	3
937	g184	t938	0	0	5	5	0	0	3	5	3	0	3	0	7	2	0	0	0	5	4	2
938	g184	t939	0	0	1	3	0	5	1	8	0	0	0	2	0	5	0	3	0	2	0	0
939	g184	t940	5	7	1	0	1	0	5	0	0	0	2	0	0	0	5	0	6	2	4	6
940	g184	t941	4	8	3	0	0	1	4	7	5	4	5	3	4	0	4	0	0	0	3	3
941	g184	t942	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	2	0	3	4	0
942	g185	t943	5	0	4	1	0	5	0	0	3	3	0	3	0	1	4	4	0	3	4	6
943	g185	t944	0	8	0	0	4	2	0	3	0	4	2	4	0	5	3	2	5	0	0	4
944	g185	t945	0	0	3	6	0	0	0	0	0	4	0	0	0	3	1	0	0	0	0	4
945	g185	t946	0	0	3	0	4	3	2	0	0	0	0	4	0	2	1	0	0	0	0	0
946	g185	t947	0	0	2	4	0	3	3	0	0	0	6	3	0	0	2	4	0	6	0	0
947	g185	t948	0	0	0	0	0	2	3	0	2	3	2	4	0	3	7	2	0	4	4	2
948	g185	t949	0	5	2	5	1	5	0	2	0	2	7	0	1	0	3	0	6	2	0	0
949	g185	t950	1	0	5	0	0	1	0	2	2	0	5	1	0	4	4	4	2	3	4	3
950	g185	t951	0	4	3	0	3	0	1	2	0	2	5	0	3	0	0	4	0	2	0	4
951	g185	t952	5	2	5	3	0	0	2	6	0	2	0	3	6	4	0	0	0	0	5	0
952	g185	t953	0	6	0	1	0	0	1	5	0	1	0	3	3	0	2	2	0	4	2	3
953	g185	t954	2	1	2	0	0	2	2	7	3	0	0	0	8	0	1	0	0	2	1	0
954	g185	t955	3	0	0	0	0	1	0	2	0	4	0	0	2	4	0	0	2	0	1	0
955	g186	t956	0	1	0	4	6	1	3	0	2	0	0	1	2	0	3	0	4	0	0	0
956	g186	t957	2	2	2	0	2	0	0	0	2	4	4	0	5	0	2	0	0	0	0	0
957	g186	t958	0	3	7	0	0	0	0	6	0	5	0	1	0	4	6	0	4	0	0	0
958	g186	t959	3	0	0	5	0	0	4	0	2	0	0	0	0	2	0	3	0	0	3	2
959	g186	t960	3	2	4	0	3	3	3	0	3	3	0	4	2	4	1	0	1	2	3	0
960	g186	t961	2	0	0	0	2	0	3	0	2	2	1	0	0	3	0	0	0	0	5	0
961	g186	t962	3	2	0	1	0	2	0	0	2	0	0	0	0	1	5	6	1	1	2	2
962	g186	t963	4	0	5	0	0	0	0	0	0	1	3	1	0	3	0	0	2	3	3	0
963	g186	t964	1	0	3	4	2	2	1	0	0	0	0	3	3	4	5	3	2	0	0	3
964	g186	t965	0	3	0	5	0	0	5	0	3	0	3	1	0	1	2	1	2	4	5	1
965	g187	t966	0	0	7	0	3	0	2	0	4	2	4	3	0	0	0	2	0	2	3	1
966	g187	t967	0	3	0	2	0	0	0	0	4	3	5	0	0	4	0	6	0	2	2	3
967	g187	t968	0	6	3	1	3	0	0	4	0	5	4	7	0	4	0	3	0	4	2	2
968	g187	t969	3	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	5	0	0	6
969	g187	t970	0	0	0	5	3	0	0	3	0	0	0	0	3	0	0	0	5	0	0	0
970	g187	t971	2	1	2	0	3	0	2	2	3	4	0	4	0	0	0	4	2	1	3	0
971	g187	t972	0	0	1	4	2	4	0	0	0	1	0	2	4	0	0	2	3	5	0	1
972	g187	t973	0	5	0	1	3	1	0	0	4	0	0	3	0	3	2	4	0	0	1	1
973	g187	t974	4	0	0	5	0	0	2	0	0	1	0	0	2	0	1	0	0	0	0	2
974	g187	t975	2	0	5	0	0	0	3	5	1	0	3	0	1	3	0	0	0	3	3	6
975	g187	t976	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3
976	g187	t977	2	0	3	0	0	0	5	3	2	4	0	0	0	6	4	5	2	0	0	2
977	g187	t978	0	2	6	3	5	0	0	5	2	3	0	0	3	0	4	0	0	0	0	3
978	g187	t979	0	0	4	2	0	0	0	0	3	0	4	5	0	2	5	0	2	6	0	0
979	g188	t980	0	7	5	0	4	2	3	2	2	0	0	0	1	0	0	0	0	4	2	4
980	g188	t981	6	0	2	0	4	3	5	1	0	0	3	0	0	2	2	0	0	0	2	0
981	g188	t982	0	2	3	4	3	1	0	6	3	4	4	2	0	4	1	2	2	0	4	0
982	g188	t983	0	0	0	4	0	0	0	4	6	3	0	1	0	0	0	0	0	7	3	0
983	g188	t984	0	4	0	2	0	5	1	0	2	0	0	5	0	1	0	0	0	2	4	3
984	g188	t985	4	4	0	0	5	0	0	0	2	3	1	0	0	0	6	1	0	1	3	6
985	g188	t986	2	0	2	5	0	0	4	0	0	0	1	0	0	0	0	0	2	2	0	10
986	g188	t987	0	0	2	0	0	1	4	1	3	2	0	0	0	1	0	1	6	1	0	2
987	g189	t988	5	1	2	6	0	0	2	2	0	0	2	0	2	0	4	4	0	0	1	2
988	g189	t989	0	0	0	0	4	4	0	0	4	5	0	0	0	0	0	0	0	0	0	0
989	g189	t990	0	0	3	3	0	0	6	0	0	0	0	0	1	1	4	0	2	0	4	4
990	g189	t991	3	5	2	0	4	0	3	0	0	3	0	0	3	3	5	0	0	1	0	6
991	g189	t992	4	0	0	0	0	0	2	1	0	3	0	0	4	0	4	0	6	0	3	0
992	g189	t993	4	4	0	0	3	2	3	3	3	0	0	0	0	3	5	4	5	0	3	6
993	g189	t994	4	2	0	4	0	2	0	0	0	0	0	0	9	0	2	0	3	5	0	5
994	g189	t995	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	5	0	3	0	0
995	g189	t996	0	4	0	0	0	7	4	4	2	3	0	0	2	3	1	5	3	0	0	0
996	g19	t997	2	1	1	0	0	0	5	0	0	3	6	5	0	0	2	3	0	1	7	0
997	g19	t998	0	0	4	0	3	0	0	0	2	0	0	0	6	3	0	3	4	6	0	2
998	g19	t999	5	4	0	2	0	3	0	3	0	6	0	0	0	0	0	1	0	0	0	2
999	g19	t1000	5	2	3	0	1	0	2	0	0	0	0	4	1	6	0	0	0	0	3	0
1000	g19	t1001	4	3	4	4	7	1	0	0	0	0	1	3	0	1	0	5	2	4	5	0
1001	g19	t1002	0	0	2	0	0	0	0	0	4	6	6	0	0	4	0	0	0	4	3	0
1002	g19	t1003	4	0	0	0	4	0	0	4	0	6	0	2	3	0	0	0	0	0	0	4
1003	g19	t1004	0	0	0	0	0	0	0	5	0	1	4	0	2	2	0	0	2	6	4	1
1004	g19	t1005	3	0	3	3	0	2	3	5	0	3	2	2	7	5	0	0	6	0	0	0
1005	g19	t1006	0	3	0	2	1	2	0	0	0	0	2	0	1	2	0	3	0	0	0	0
1006	g19	t1007	6	5	4	0	0	0	0	0	4	0	0	1	0	0	3	0	6	6	1	0
1007	g19	t1008	0	0	0	0	0	8	6	0	0	6	0	0	3	0	2	0	0	0	0	3
1008	g19	t1009	0	0	3	1	7	0	0	0	0	0	0	0	7	0	0	1	4	0	2	2
1009	g19	t1010	0	0	0	0	0	0	0	4	2	0	2	0	0	3	2	0	0	2	0	0
1010	g190	t1011	0	0	4	3	2	0	3	2	3	0	4	1	3	1	0	0	0	0	1	0
1011	g190	t1012	7	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	1	0
1012	g190	t1013	0	0	0	0	0	3	0	3	2	0	0	1	4	0	3	4	0	0	2	0
1013	g190	t1014	2	0	0	0	0	0	0	0	0	9	0	0	8	1	3	0	3	0	2	0
1014	g190	t1015	0	0	3	0	1	0	0	1	0	5	0	0	0	0	3	3	0	2	3	0
1015	g190	t1016	4	0	2	1	3	5	0	0	0	0	0	3	1	3	0	4	0	0	3	0
1016	g190	t1017	0	0	0	0	0	0	4	2	1	2	0	0	4	3	0	0	1	3	0	0
1017	g190	t1018	8	0	1	1	0	2	0	0	2	4	0	0	0	0	4	1	3	0	3	1
1018	g190	t1019	4	0	0	3	5	0	0	1	0	0	2	0	3	2	1	0	2	0	0	2
1019	g190	t1020	0	0	0	2	2	0	3	3	0	3	6	2	0	4	0	0	5	0	0	0
1020	g191	t1021	0	6	0	0	0	2	2	0	0	0	0	2	4	2	5	5	6	0	0	3
1021	g191	t1022	0	0	0	1	0	2	7	2	2	1	0	0	4	5	0	0	0	0	0	2
1022	g191	t1023	2	0	3	6	0	0	0	3	0	3	4	0	0	2	5	5	5	0	0	0
1023	g191	t1024	7	4	0	1	2	2	0	0	0	0	0	0	6	4	0	3	0	3	3	6
1024	g191	t1025	3	0	0	0	0	5	0	0	2	3	0	0	3	4	0	0	5	0	0	2
1025	g191	t1026	2	0	0	0	0	0	3	0	0	2	0	3	0	0	0	0	3	1	4	2
1026	g191	t1027	2	0	4	0	4	2	4	0	1	0	0	3	0	1	5	3	0	3	2	3
1027	g191	t1028	5	6	3	4	4	3	0	1	0	0	0	2	3	0	4	3	0	3	0	3
1028	g191	t1029	3	0	4	5	3	0	3	6	0	2	2	0	0	0	0	5	0	0	0	0
1029	g191	t1030	3	1	5	0	6	6	0	0	0	0	0	0	3	4	0	0	1	3	0	1
1030	g191	t1031	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	1	0	4
1031	g192	t1032	2	0	0	0	2	5	0	1	0	4	0	2	2	4	2	5	2	2	0	0
1032	g192	t1033	5	0	0	0	0	0	3	2	0	4	2	4	5	0	4	0	0	0	3	7
1033	g192	t1034	2	2	0	0	3	0	0	0	2	3	0	1	0	0	3	0	0	3	0	0
1034	g192	t1035	3	0	0	4	0	0	0	0	0	3	0	1	3	4	2	0	2	0	0	2
1035	g192	t1036	0	2	0	0	2	0	0	2	2	0	1	0	2	0	4	0	0	0	4	0
1036	g192	t1037	5	4	0	2	0	0	0	3	4	2	0	0	4	2	4	0	4	0	2	0
1037	g192	t1038	4	0	3	0	0	0	3	4	2	4	0	0	0	0	0	0	2	0	0	2
1038	g192	t1039	3	0	0	0	0	0	2	0	4	0	0	0	0	8	4	3	4	2	0	0
1039	g192	t1040	0	4	0	2	0	4	4	3	0	0	0	3	0	0	0	5	2	0	3	0
1040	g192	t1041	0	0	1	0	2	0	3	2	0	0	1	1	0	0	2	0	0	4	0	0
1041	g192	t1042	7	0	0	3	3	1	0	5	0	0	0	0	0	4	2	0	0	2	6	0
1042	g192	t1043	10	3	0	2	3	0	3	3	2	0	0	5	0	0	1	1	1	2	0	0
1043	g192	t1044	3	0	2	7	3	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0
1044	g193	t1045	4	0	2	7	0	0	6	0	1	5	0	0	3	5	0	7	1	0	0	0
1045	g193	t1046	4	0	0	1	1	0	0	0	1	5	0	0	2	3	2	4	0	0	4	4
1046	g193	t1047	0	7	5	0	5	2	1	0	0	2	0	2	1	0	2	3	5	1	5	0
1047	g193	t1048	7	2	5	0	0	2	0	2	0	0	0	0	7	3	0	0	0	3	0	0
1048	g193	t1049	6	0	5	2	4	0	2	0	0	0	2	5	1	0	7	0	0	0	3	2
1049	g193	t1050	4	2	1	4	0	0	2	3	0	3	1	0	0	0	0	2	0	0	0	4
1050	g193	t1051	3	0	4	5	4	3	5	0	2	5	3	3	0	0	3	3	0	0	4	1
1051	g194	t1052	0	0	0	5	2	0	0	1	7	0	4	2	4	0	8	0	3	5	0	0
1052	g194	t1053	0	0	0	0	1	0	0	5	6	0	2	2	0	0	0	0	9	5	0	0
1053	g194	t1054	2	0	3	4	1	0	2	2	5	4	0	0	1	5	2	2	4	0	2	5
1054	g194	t1055	0	0	3	1	0	0	5	4	0	1	0	0	0	0	3	5	0	5	5	0
1055	g194	t1056	0	0	0	0	3	1	0	0	0	0	0	0	2	0	3	0	0	1	8	3
1056	g194	t1057	0	5	5	0	2	4	1	3	2	0	0	0	0	1	2	0	0	0	0	6
1057	g194	t1058	3	3	2	0	0	0	2	6	0	3	2	0	0	5	0	0	0	0	5	0
1058	g194	t1059	0	0	0	0	4	0	1	4	6	5	6	0	2	1	0	0	4	6	0	0
1059	g194	t1060	4	0	4	4	4	1	0	0	3	0	0	0	4	1	3	0	5	4	4	0
1060	g194	t1061	5	5	0	3	0	0	2	2	3	1	0	0	4	2	2	3	2	8	2	4
1061	g194	t1062	0	0	0	3	4	3	0	3	2	2	0	4	1	2	2	0	3	0	0	0
1062	g194	t1063	0	0	0	0	0	1	0	3	0	4	2	0	2	4	5	0	2	0	0	0
1063	g194	t1064	6	6	4	1	0	0	3	2	7	6	0	3	0	0	0	0	0	0	0	0
1064	g195	t1065	6	0	0	2	0	0	0	0	5	0	3	0	4	0	0	0	3	2	0	0
1065	g195	t1066	5	3	0	0	8	0	0	0	2	2	0	4	2	0	4	1	0	7	6	0
1066	g195	t1067	1	0	5	2	1	5	0	2	6	4	3	0	6	1	0	1	3	0	3	0
1067	g195	t1068	0	0	0	0	0	3	0	0	0	0	0	0	0	4	3	0	0	0	5	1
1068	g195	t1069	3	0	0	0	0	3	0	0	4	0	0	5	0	4	0	0	4	0	1	0
1069	g195	t1070	2	1	0	4	5	0	0	1	0	0	4	2	3	1	0	0	0	3	0	0
1070	g195	t1071	0	0	0	5	0	3	0	0	2	4	0	0	3	3	0	2	0	0	0	0
1071	g195	t1072	3	0	5	1	3	4	0	0	4	2	4	1	0	0	0	6	3	6	2	0
1072	g195	t1073	0	0	2	0	2	4	7	0	0	3	1	0	0	0	6	0	2	6	0	0
1073	g195	t1074	0	0	0	1	3	0	0	6	2	1	0	4	1	4	3	4	3	2	0	2
1074	g195	t1075	2	1	0	0	0	0	0	0	3	0	4	2	0	2	0	2	0	4	7	0
1075	g195	t1076	5	0	4	3	2	0	2	0	3	2	4	8	3	0	3	1	0	1	0	0
1076	g195	t1077	0	3	0	0	3	0	0	0	1	1	3	3	0	0	0	1	0	0	0	1
1077	g195	t1078	0	6	3	3	0	0	0	0	0	0	4	3	0	6	4	0	4	2	0	4
1078	g195	t1079	0	0	0	0	0	2	0	0	2	0	1	1	0	5	3	0	3	4	4	0
1079	g195	t1080	1	0	0	3	0	0	0	3	0	0	0	0	0	1	5	0	0	0	0	0
1080	g196	t1081	0	0	0	2	0	5	0	0	0	4	0	0	1	0	4	0	2	1	0	2
1081	g196	t1082	0	2	0	0	2	6	4	0	1	0	4	0	0	4	0	0	2	3	0	0
1082	g196	t1083	0	0	0	0	0	4	2	4	3	0	0	6	3	0	0	0	0	0	2	2
1083	g196	t1084	1	0	0	0	2	6	0	0	0	1	3	3	0	0	0	2	0	0	4	2
1084	g196	t1085	2	3	0	1	0	0	0	0	1	1	1	0	5	0	0	3	1	0	0	0
1085	g196	t1086	1	0	4	0	5	0	2	1	0	2	0	4	4	0	0	0	1	4	0	4
1086	g196	t1087	0	3	0	4	0	0	0	5	2	0	4	5	0	0	0	0	0	0	5	5
1087	g196	t1088	2	1	0	3	4	7	0	2	4	7	3	0	1	0	0	2	5	1	0	4
1088	g196	t1089	0	0	0	0	3	0	7	2	4	0	0	0	3	3	0	0	4	3	0	0
1089	g196	t1090	4	4	0	2	0	0	5	0	0	0	0	3	0	4	0	0	3	0	2	5
1090	g196	t1091	5	0	0	0	5	1	0	0	0	0	0	0	3	3	3	0	0	0	0	0
1091	g196	t1092	1	2	3	4	0	0	0	0	0	0	0	0	4	3	7	0	0	2	3	1
1092	g196	t1093	1	0	0	6	0	0	0	2	2	0	2	2	0	4	5	3	0	0	0	2
1093	g197	t1094	0	5	0	9	0	1	4	3	0	0	0	3	0	0	2	0	0	0	2	5
1094	g197	t1095	5	4	5	6	0	1	0	0	0	2	3	1	3	2	1	0	2	2	0	0
1095	g197	t1096	0	0	0	1	0	0	5	0	2	0	0	1	0	1	1	1	0	4	0	4
1096	g197	t1097	5	5	0	0	1	0	4	1	0	4	3	0	0	2	0	5	0	6	2	0
1097	g197	t1098	0	3	0	7	0	0	1	1	0	3	3	0	1	3	5	0	0	0	5	7
1098	g197	t1099	4	0	0	2	4	0	0	0	0	4	0	3	4	0	2	2	4	0	0	0
1099	g197	t1100	2	4	4	0	6	5	2	0	0	3	4	0	0	0	1	0	2	3	0	0
1100	g197	t1101	0	0	3	3	3	0	0	0	0	0	0	2	1	0	6	3	3	1	5	1
1101	g197	t1102	2	1	4	1	5	0	0	4	2	0	3	6	0	4	0	0	0	0	0	5
1102	g197	t1103	5	3	4	3	0	3	2	0	0	0	5	2	0	7	2	5	5	0	4	0
1103	g197	t1104	1	4	0	0	3	3	4	0	5	2	2	0	0	0	10	1	0	0	4	2
1104	g198	t1105	0	2	2	2	2	3	2	0	0	0	0	4	3	0	1	0	3	5	5	0
1105	g198	t1106	4	6	0	5	3	0	0	0	0	3	0	0	0	0	4	3	4	2	2	0
1106	g198	t1107	0	0	1	0	4	3	4	0	3	5	0	0	0	1	0	2	1	0	6	0
1107	g198	t1108	0	2	0	0	1	1	0	1	0	2	0	1	1	0	1	3	2	0	1	0
1108	g198	t1109	0	4	5	4	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	3
1109	g198	t1110	0	0	5	0	0	0	4	2	4	0	0	0	2	0	0	0	3	0	0	0
1110	g198	t1111	2	0	0	0	5	3	0	2	0	3	3	0	1	4	0	6	0	0	4	3
1111	g198	t1112	3	0	0	0	0	0	5	2	4	0	4	0	0	0	0	3	3	0	0	0
1112	g198	t1113	4	4	0	0	1	4	0	0	3	1	5	4	2	0	6	3	1	5	0	7
1113	g198	t1114	2	0	0	0	2	3	0	2	5	4	2	4	4	3	2	0	0	1	5	4
1114	g198	t1115	4	3	0	1	2	2	0	8	0	1	0	0	0	0	0	0	3	0	2	0
1115	g198	t1116	0	0	0	0	3	3	0	0	3	0	0	3	3	2	3	0	0	7	0	3
1116	g198	t1117	0	0	0	3	1	0	3	1	1	0	0	3	3	3	0	0	0	0	0	0
1117	g199	t1118	3	3	0	0	0	0	0	0	5	3	0	0	5	0	0	1	1	4	0	1
1118	g199	t1119	2	0	0	0	2	4	0	1	0	0	0	2	0	0	0	4	0	3	0	0
1119	g199	t1120	0	0	4	0	1	0	0	5	0	3	0	0	0	2	0	1	1	0	5	0
1120	g199	t1121	3	0	5	0	0	1	4	4	0	0	5	3	0	3	0	0	0	0	4	0
1121	g199	t1122	3	0	4	6	1	0	0	5	0	2	1	0	3	0	0	0	0	2	5	0
1122	g199	t1123	0	2	0	4	0	3	0	0	1	3	2	0	0	0	6	0	3	5	0	0
1123	g2	t1124	0	3	0	2	4	0	3	7	0	0	2	0	3	0	1	0	0	0	5	3
1124	g2	t1125	0	0	0	0	4	0	1	3	2	4	3	0	0	3	0	2	0	0	0	0
1125	g2	t1126	3	0	8	0	2	4	0	0	6	2	1	0	1	2	0	0	0	0	3	0
1126	g2	t1127	0	0	2	3	0	0	1	0	0	0	0	0	0	0	5	2	3	0	0	0
1127	g2	t1128	5	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	1	0
1128	g20	t1129	0	7	1	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	2
1129	g20	t1130	0	5	1	0	5	2	0	3	0	5	6	0	0	5	0	2	0	4	0	0
1130	g20	t1131	0	0	0	4	0	2	2	1	3	0	0	2	0	0	4	0	4	5	0	3
1131	g20	t1132	0	0	5	0	2	2	0	0	2	2	3	0	0	2	5	3	0	0	0	0
1132	g20	t1133	2	4	0	3	3	1	5	2	2	0	2	0	0	0	0	0	0	0	4	0
1133	g20	t1134	4	5	3	0	0	0	1	3	0	2	0	4	0	0	0	0	5	1	4	2
1134	g20	t1135	1	1	2	0	1	0	0	0	3	0	0	7	0	3	0	5	0	0	1	3
1135	g20	t1136	0	2	0	3	0	3	0	2	1	5	0	3	0	4	0	0	0	0	0	4
1136	g200	t1137	3	2	2	4	3	0	0	2	0	0	0	0	0	0	2	4	2	0	0	0
1137	g200	t1138	0	0	4	3	0	3	3	2	0	5	0	2	0	4	0	0	0	0	0	0
1138	g200	t1139	0	0	5	2	0	1	1	0	0	0	0	0	3	0	0	0	3	0	4	5
1139	g200	t1140	4	3	0	0	0	2	4	0	2	2	0	4	0	0	0	2	0	2	4	0
1140	g200	t1141	0	0	3	2	0	0	0	0	2	5	0	5	0	0	0	0	2	2	3	0
1141	g200	t1142	0	0	0	3	0	2	1	0	2	0	0	4	0	0	0	0	1	5	0	2
1142	g21	t1143	0	1	4	0	5	0	7	0	4	0	4	0	0	3	0	0	3	4	0	0
1143	g21	t1144	3	0	0	0	2	6	5	4	0	6	0	0	4	6	0	0	1	6	3	1
1144	g21	t1145	3	0	4	0	0	8	1	2	0	0	0	0	6	0	5	0	0	0	0	0
1145	g21	t1146	0	1	0	2	2	0	2	0	1	0	0	0	0	1	4	4	0	2	2	0
1146	g21	t1147	3	1	4	0	0	0	2	0	6	0	2	5	5	4	0	5	0	0	2	0
1147	g21	t1148	0	0	0	0	3	3	2	0	2	0	0	0	0	0	3	0	4	0	6	0
1148	g21	t1149	2	1	0	3	0	0	3	3	0	0	2	3	6	0	3	0	5	0	2	0
1149	g21	t1150	0	3	0	2	3	2	0	0	4	0	0	0	0	0	4	0	0	0	0	2
1150	g21	t1151	0	2	0	0	1	1	0	3	0	0	3	2	0	2	3	0	2	0	0	4
