g id	ids	ids pert	comparison	sample id
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f19
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f13
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f15
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f17
g187	t968;t969;t973;t975;t976	t966;t967;t970;t971;t972;t974;t977;t978;t979	ref	f15
g187	t968;t969;t973;t975;t976	t966;t967;t970;t971;t972;t974;t977;t978;t979	ref	f4
g187	t968;t969;t973;t975;t976	t966;t967;t970;t971;t972;t974;t977;t978;t979	ref	f3
g187	t968;t969;t973;t975;t976	t966;t967;t970;t971;t972;t974;t977;t978;t979	ref	f18
g188	t984;t985;t987	t980;t981;t982;t983;t986	ref	f20
g188	t984;t985;t987	t980;t981;t982;t983;t986	ref	f8
g188	t984;t985;t987	t980;t981;t982;t983;t986	ref	f10
g188	t984;t985;t987	t980;t981;t982;t983;t986	ref	f5
g188	t984;t985;t987	t980;t981;t982;t983;t986	ref	f17
g189	t991;t995;t996	t988;t989;t990;t992;t993;t994	ref	f19
g189	t991;t995;t996	t988;t989;t990;t992;t993;t994	ref	f13
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f10
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f13
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f5
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f15
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f11
g19	t1000;t1002;t1009;t1010;t997;t999	t1001;t1003;t1004;t1005;t1006;t1007;t1008;t998	ref	f17
g190	t1012;t1014;t1016;t1019;t1020	t1011;t1013;t1015;t1017;t1018	ref	f20
g190	t1012;t1014;t1016;t1019;t1020	t1011;t1013;t1015;t1017;t1018	ref	f4
g190	t1012;t1014;t1016;t1019;t1020	t1011;t1013;t1015;t1017;t1018	ref	f3
g190	t1012;t1014;t1016;t1019;t1020	t1011;t1013;t1015;t1017;t1018	ref	f2
g190	t1012;t1014;t1016;t1019;t1020	t1011;t1013;t1015;t1017;t1018	ref	f15
g191	t1023;t1024;t1025;t1029;t1030	t1021;t1022;t1026;t1027;t1028;t1031	ref	f20
g191	t1023;t1024;t1025;t1029;t1030	t1021;t1022;t1026;t1027;t1028;t1031	ref	f3
g191	t1023;t1024;t1025;t1029;t1030	t1021;t1022;t1026;t1027;t1028;t1031	ref	f8
g191	t1023;t1024;t1025;t1029;t1030	t1021;t1022;t1026;t1027;t1028;t1031	ref	f11
g191	t1023;t1024;t1025;t1029;t1030	t1021;t1022;t1026;t1027;t1028;t1031	ref	f17
g192	t1034;t1035;t1036;t1038;t1042	t1032;t1033;t1037;t1039;t1040;t1041;t1043;t1044	ref	f7
g192	t1034;t1035;t1036;t1038;t1042	t1032;t1033;t1037;t1039;t1040;t1041;t1043;t1044	ref	f4
g192	t1034;t1035;t1036;t1038;t1042	t1032;t1033;t1037;t1039;t1040;t1041;t1043;t1044	ref	f2
g192	t1034;t1035;t1036;t1038;t1042	t1032;t1033;t1037;t1039;t1040;t1041;t1043;t1044	ref	f13
g192	t1034;t1035;t1036;t1038;t1042	t1032;t1033;t1037;t1039;t1040;t1041;t1043;t1044	ref	f16
g193	t1045;t1047;t1049	t1046;t1048;t1050;t1051	ref	f7
g193	t1045;t1047;t1049	t1046;t1048;t1050;t1051	ref	f20
g193	t1045;t1047;t1049	t1046;t1048;t1050;t1051	ref	f4
g193	t1045;t1047;t1049	t1046;t1048;t1050;t1051	ref	f14
g193	t1045;t1047;t1049	t1046;t1048;t1050;t1051	ref	f5
g194	t1054;t1055;t1056;t1061;t1063	t1052;t1053;t1057;t1058;t1059;t1060;t1062;t1064	ref	f20
g194	t1054;t1055;t1056;t1061;t1063	t1052;t1053;t1057;t1058;t1059;t1060;t1062;t1064	ref	f14
g194	t1054;t1055;t1056;t1061;t1063	t1052;t1053;t1057;t1058;t1059;t1060;t1062;t1064	ref	f3
g194	t1054;t1055;t1056;t1061;t1063	t1052;t1053;t1057;t1058;t1059;t1060;t1062;t1064	ref	f10
g194	t1054;t1055;t1056;t1061;t1063	t1052;t1053;t1057;t1058;t1059;t1060;t1062;t1064	ref	f5
g195	t1072;t1074;t1075;t1076;t1077;t1080	t1065;t1066;t1067;t1068;t1069;t1070;t1071;t1073;t1078;t1079	ref	f4
g195	t1072;t1074;t1075;t1076;t1077;t1080	t1065;t1066;t1067;t1068;t1069;t1070;t1071;t1073;t1078;t1079	ref	f3
g195	t1072;t1074;t1075;t1076;t1077;t1080	t1065;t1066;t1067;t1068;t1069;t1070;t1071;t1073;t1078;t1079	ref	f9
g195	t1072;t1074;t1075;t1076;t1077;t1080	t1065;t1066;t1067;t1068;t1069;t1070;t1071;t1073;t1078;t1079	ref	f18
g195	t1072;t1074;t1075;t1076;t1077;t1080	t1065;t1066;t1067;t1068;t1069;t1070;t1071;t1073;t1078;t1079	ref	f11
g196	t1081;t1085;t1090;t1093	t1082;t1083;t1084;t1086;t1087;t1088;t1089;t1091;t1092	ref	f9
g196	t1081;t1085;t1090;t1093	t1082;t1083;t1084;t1086;t1087;t1088;t1089;t1091;t1092	ref	f4
g196	t1081;t1085;t1090;t1093	t1082;t1083;t1084;t1086;t1087;t1088;t1089;t1091;t1092	ref	f7
g197	t1094;t1099;t1102;t1104	t1095;t1096;t1097;t1098;t1100;t1101;t1103	ref	f20
g197	t1094;t1099;t1102;t1104	t1095;t1096;t1097;t1098;t1100;t1101;t1103	ref	f3
g197	t1094;t1099;t1102;t1104	t1095;t1096;t1097;t1098;t1100;t1101;t1103	ref	f2
g197	t1094;t1099;t1102;t1104	t1095;t1096;t1097;t1098;t1100;t1101;t1103	ref	f10
g197	t1094;t1099;t1102;t1104	t1095;t1096;t1097;t1098;t1100;t1101;t1103	ref	f5
g198	t1106;t1108;t1110;t1115;t1116	t1105;t1107;t1109;t1111;t1112;t1113;t1114;t1117	ref	f1
g198	t1106;t1108;t1110;t1115;t1116	t1105;t1107;t1109;t1111;t1112;t1113;t1114;t1117	ref	f14
g198	t1106;t1108;t1110;t1115;t1116	t1105;t1107;t1109;t1111;t1112;t1113;t1114;t1117	ref	f3
g198	t1106;t1108;t1110;t1115;t1116	t1105;t1107;t1109;t1111;t1112;t1113;t1114;t1117	ref	f19
g198	t1106;t1108;t1110;t1115;t1116	t1105;t1107;t1109;t1111;t1112;t1113;t1114;t1117	ref	f17
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f14
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f2
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f8
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f9
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f13
g199	t1118;t1119	t1120;t1121;t1122;t1123	ref	f12
g2	t1126;t1127	t1124;t1125;t1128	ref	f13
g2	t1126;t1127	t1124;t1125;t1128	ref	f18
g20	t1129;t1131;t1134	t1130;t1132;t1133;t1135;t1136	ref	f7
g20	t1129;t1131;t1134	t1130;t1132;t1133;t1135;t1136	ref	f20
g20	t1129;t1131;t1134	t1130;t1132;t1133;t1135;t1136	ref	f2
g20	t1129;t1131;t1134	t1130;t1132;t1133;t1135;t1136	ref	f19
g20	t1129;t1131;t1134	t1130;t1132;t1133;t1135;t1136	ref	f11
g200	t1137;t1138;t1139	t1140;t1141;t1142	ref	f8
g200	t1137;t1138;t1139	t1140;t1141;t1142	ref	f10
g200	t1137;t1138;t1139	t1140;t1141;t1142	ref	f13
g200	t1137;t1138;t1139	t1140;t1141;t1142	ref	f6
g200	t1137;t1138;t1139	t1140;t1141;t1142	ref	f17
g21	t1145;t1150;t1151	t1143;t1144;t1146;t1147;t1148;t1149;t1152;t1153	ref	f16
g21	t1145;t1150;t1151	t1143;t1144;t1146;t1147;t1148;t1149;t1152;t1153	ref	f17
g21	t1145;t1150;t1151	t1143;t1144;t1146;t1147;t1148;t1149;t1152;t1153	ref	f12
g21	t1145;t1150;t1151	t1143;t1144;t1146;t1147;t1148;t1149;t1152;t1153	ref	f18
g22	t1154;t1156;t1157;t1161;t1164;t1165;t1166	t1155;t1158;t1159;t1160;t1162;t1163;t1167	ref	f20
g22	t1154;t1156;t1157;t1161;t1164;t1165;t1166	t1155;t1158;t1159;t1160;t1162;t1163;t1167	ref	f19
g22	t1154;t1156;t1157;t1161;t1164;t1165;t1166	t1155;t1158;t1159;t1160;t1162;t1163;t1167	ref	f6
g22	t1154;t1156;t1157;t1161;t1164;t1165;t1166	t1155;t1158;t1159;t1160;t1162;t1163;t1167	ref	f11
g23	t1170;t1173	t1168;t1169;t1171;t1172;t1174	ref	f20
g23	t1170;t1173	t1168;t1169;t1171;t1172;t1174	ref	f14
g23	t1170;t1173	t1168;t1169;t1171;t1172;t1174	ref	f18
g23	t1170;t1173	t1168;t1169;t1171;t1172;t1174	ref	f5
g23	t1170;t1173	t1168;t1169;t1171;t1172;t1174	ref	f12
g24	t1175;t1182;t1185	t1176;t1177;t1178;t1179;t1180;t1181;t1183;t1184	ref	f3
g24	t1175;t1182;t1185	t1176;t1177;t1178;t1179;t1180;t1181;t1183;t1184	ref	f14
g24	t1175;t1182;t1185	t1176;t1177;t1178;t1179;t1180;t1181;t1183;t1184	ref	f8
g24	t1175;t1182;t1185	t1176;t1177;t1178;t1179;t1180;t1181;t1183;t1184	ref	f18
g25	t1186;t1188;t1189;t1192	t1187;t1190;t1191;t1193	ref	f9
g25	t1186;t1188;t1189;t1192	t1187;t1190;t1191;t1193	ref	f4
g25	t1186;t1188;t1189;t1192	t1187;t1190;t1191;t1193	ref	f10
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f20
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f4
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f8
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f2
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f19
g26	t1195;t1198;t1199;t1204;t1206	t1194;t1196;t1197;t1200;t1201;t1202;t1203;t1205	ref	f18
g27	t1209;t1214;t1215;t1218	t1207;t1208;t1210;t1211;t1212;t1213;t1216;t1217	ref	f9
g27	t1209;t1214;t1215;t1218	t1207;t1208;t1210;t1211;t1212;t1213;t1216;t1217	ref	f17
g27	t1209;t1214;t1215;t1218	t1207;t1208;t1210;t1211;t1212;t1213;t1216;t1217	ref	f18
g28	t1220;t1221;t1224;t1226	t1219;t1222;t1223;t1225;t1227	ref	f20
g28	t1220;t1221;t1224;t1226	t1219;t1222;t1223;t1225;t1227	ref	f14
g28	t1220;t1221;t1224;t1226	t1219;t1222;t1223;t1225;t1227	ref	f9
g28	t1220;t1221;t1224;t1226	t1219;t1222;t1223;t1225;t1227	ref	f15
g28	t1220;t1221;t1224;t1226	t1219;t1222;t1223;t1225;t1227	ref	f16
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f4
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f9
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f18
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f11
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f17
g29	t1231;t1233;t1234;t1240;t1242;t1243;t1244	t1228;t1229;t1230;t1232;t1235;t1236;t1237;t1238;t1239;t1241	ref	f12
g3	t1247;t1248;t1249	t1245;t1246;t1250;t1251;t1252;t1253;t1254;t1255	ref	f14
g3	t1247;t1248;t1249	t1245;t1246;t1250;t1251;t1252;t1253;t1254;t1255	ref	f19
g3	t1247;t1248;t1249	t1245;t1246;t1250;t1251;t1252;t1253;t1254;t1255	ref	f18
g3	t1247;t1248;t1249	t1245;t1246;t1250;t1251;t1252;t1253;t1254;t1255	ref	f17
g3	t1247;t1248;t1249	t1245;t1246;t1250;t1251;t1252;t1253;t1254;t1255	ref	f12
g30	t1258;t1261	t1256;t1257;t1259;t1260	ref	f1
g30	t1258;t1261	t1256;t1257;t1259;t1260	ref	f4
g30	t1258;t1261	t1256;t1257;t1259;t1260	ref	f3
g30	t1258;t1261	t1256;t1257;t1259;t1260	ref	f10
g30	t1258;t1261	t1256;t1257;t1259;t1260	ref	f5
g31	t1265	t1262;t1263;t1264	ref	f7
g31	t1265	t1262;t1263;t1264	ref	f4
g31	t1265	t1262;t1263;t1264	ref	f8
g31	t1265	t1262;t1263;t1264	ref	f15
g31	t1265	t1262;t1263;t1264	ref	f17
g32	t1267;t1271;t1272;t1274;t1277;t1278	t1266;t1268;t1269;t1270;t1273;t1275;t1276	ref	f7
g32	t1267;t1271;t1272;t1274;t1277;t1278	t1266;t1268;t1269;t1270;t1273;t1275;t1276	ref	f3
g32	t1267;t1271;t1272;t1274;t1277;t1278	t1266;t1268;t1269;t1270;t1273;t1275;t1276	ref	f14
g32	t1267;t1271;t1272;t1274;t1277;t1278	t1266;t1268;t1269;t1270;t1273;t1275;t1276	ref	f9
g32	t1267;t1271;t1272;t1274;t1277;t1278	t1266;t1268;t1269;t1270;t1273;t1275;t1276	ref	f12
g33	t1280;t1284;t1285;t1288;t1291	t1279;t1281;t1282;t1283;t1286;t1287;t1289;t1290;t1292;t1293	ref	f7
g33	t1280;t1284;t1285;t1288;t1291	t1279;t1281;t1282;t1283;t1286;t1287;t1289;t1290;t1292;t1293	ref	f16
g33	t1280;t1284;t1285;t1288;t1291	t1279;t1281;t1282;t1283;t1286;t1287;t1289;t1290;t1292;t1293	ref	f10
g33	t1280;t1284;t1285;t1288;t1291	t1279;t1281;t1282;t1283;t1286;t1287;t1289;t1290;t1292;t1293	ref	f18
g34	t1295;t1296	t1294;t1297;t1298;t1299	ref	f9
g34	t1295;t1296	t1294;t1297;t1298;t1299	ref	f7
g34	t1295;t1296	t1294;t1297;t1298;t1299	ref	f13
g34	t1295;t1296	t1294;t1297;t1298;t1299	ref	f8
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f4
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f2
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f10
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f13
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f15
g35	t1301;t1303;t1304;t1305	t1300;t1302;t1306;t1307;t1308;t1309	ref	f11
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f3
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f8
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f10
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f18
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f16
g36	t1310;t1311;t1312	t1313;t1314;t1315;t1316	ref	f17
g37	t1318;t1320;t1323;t1327;t1329;t1330	t1317;t1319;t1321;t1322;t1324;t1325;t1326;t1328	ref	f2
g37	t1318;t1320;t1323;t1327;t1329;t1330	t1317;t1319;t1321;t1322;t1324;t1325;t1326;t1328	ref	f9
g37	t1318;t1320;t1323;t1327;t1329;t1330	t1317;t1319;t1321;t1322;t1324;t1325;t1326;t1328	ref	f19
g37	t1318;t1320;t1323;t1327;t1329;t1330	t1317;t1319;t1321;t1322;t1324;t1325;t1326;t1328	ref	f18
g37	t1318;t1320;t1323;t1327;t1329;t1330	t1317;t1319;t1321;t1322;t1324;t1325;t1326;t1328	ref	f11
g38	t1334;t1335;t1340	t1331;t1332;t1333;t1336;t1337;t1338;t1339;t1341	ref	f9
g38	t1334;t1335;t1340	t1331;t1332;t1333;t1336;t1337;t1338;t1339;t1341	ref	f19
g38	t1334;t1335;t1340	t1331;t1332;t1333;t1336;t1337;t1338;t1339;t1341	ref	f4
g38	t1334;t1335;t1340	t1331;t1332;t1333;t1336;t1337;t1338;t1339;t1341	ref	f10
g39	t1344;t1346	t1342;t1343;t1345;t1347	ref	f7
g39	t1344;t1346	t1342;t1343;t1345;t1347	ref	f20
g39	t1344;t1346	t1342;t1343;t1345;t1347	ref	f14
g39	t1344;t1346	t1342;t1343;t1345;t1347	ref	f3
g39	t1344;t1346	t1342;t1343;t1345;t1347	ref	f17
g4	t1348;t1350;t1353;t1354;t1362;t1364	t1349;t1351;t1352;t1355;t1356;t1357;t1358;t1359;t1360;t1361;t1363;t1365	ref	f7
g4	t1348;t1350;t1353;t1354;t1362;t1364	t1349;t1351;t1352;t1355;t1356;t1357;t1358;t1359;t1360;t1361;t1363;t1365	ref	f20
g4	t1348;t1350;t1353;t1354;t1362;t1364	t1349;t1351;t1352;t1355;t1356;t1357;t1358;t1359;t1360;t1361;t1363;t1365	ref	f1
g4	t1348;t1350;t1353;t1354;t1362;t1364	t1349;t1351;t1352;t1355;t1356;t1357;t1358;t1359;t1360;t1361;t1363;t1365	ref	f10
g4	t1348;t1350;t1353;t1354;t1362;t1364	t1349;t1351;t1352;t1355;t1356;t1357;t1358;t1359;t1360;t1361;t1363;t1365	ref	f13
g40	t1369;t1370;t1371	t1366;t1367;t1368;t1372;t1373	ref	f20
g40	t1369;t1370;t1371	t1366;t1367;t1368;t1372;t1373	ref	f5
g40	t1369;t1370;t1371	t1366;t1367;t1368;t1372;t1373	ref	f7
g40	t1369;t1370;t1371	t1366;t1367;t1368;t1372;t1373	ref	f13
g41	t1374;t1378;t1380;t1381;t1382	t1375;t1376;t1377;t1379;t1383;t1384	ref	f1
g41	t1374;t1378;t1380;t1381;t1382	t1375;t1376;t1377;t1379;t1383;t1384	ref	f14
g41	t1374;t1378;t1380;t1381;t1382	t1375;t1376;t1377;t1379;t1383;t1384	ref	f3
g41	t1374;t1378;t1380;t1381;t1382	t1375;t1376;t1377;t1379;t1383;t1384	ref	f16
g41	t1374;t1378;t1380;t1381;t1382	t1375;t1376;t1377;t1379;t1383;t1384	ref	f17
g42	t1385;t1387;t1389;t1391	t1386;t1388;t1390;t1392	ref	f7
g42	t1385;t1387;t1389;t1391	t1386;t1388;t1390;t1392	ref	f1
g42	t1385;t1387;t1389;t1391	t1386;t1388;t1390;t1392	ref	f2
g42	t1385;t1387;t1389;t1391	t1386;t1388;t1390;t1392	ref	f11
g42	t1385;t1387;t1389;t1391	t1386;t1388;t1390;t1392	ref	f16
g43	t1394;t1396;t1399;t1400;t1402	t1393;t1395;t1397;t1398;t1401	ref	f7
g43	t1394;t1396;t1399;t1400;t1402	t1393;t1395;t1397;t1398;t1401	ref	f20
g43	t1394;t1396;t1399;t1400;t1402	t1393;t1395;t1397;t1398;t1401	ref	f14
g43	t1394;t1396;t1399;t1400;t1402	t1393;t1395;t1397;t1398;t1401	ref	f19
g43	t1394;t1396;t1399;t1400;t1402	t1393;t1395;t1397;t1398;t1401	ref	f5
g44	t1405;t1406;t1408	t1403;t1404;t1407;t1409	ref	f11
g44	t1405;t1406;t1408	t1403;t1404;t1407;t1409	ref	f10
g45	t1412;t1414;t1416	t1410;t1411;t1413;t1415	ref	f3
g45	t1412;t1414;t1416	t1410;t1411;t1413;t1415	ref	f14
g45	t1412;t1414;t1416	t1410;t1411;t1413;t1415	ref	f8
g45	t1412;t1414;t1416	t1410;t1411;t1413;t1415	ref	f9
g45	t1412;t1414;t1416	t1410;t1411;t1413;t1415	ref	f11
g46	t1420;t1421;t1422;t1428	t1417;t1418;t1419;t1423;t1424;t1425;t1426;t1427;t1429	ref	f20
g46	t1420;t1421;t1422;t1428	t1417;t1418;t1419;t1423;t1424;t1425;t1426;t1427;t1429	ref	f15
g46	t1420;t1421;t1422;t1428	t1417;t1418;t1419;t1423;t1424;t1425;t1426;t1427;t1429	ref	f16
g46	t1420;t1421;t1422;t1428	t1417;t1418;t1419;t1423;t1424;t1425;t1426;t1427;t1429	ref	f12
g47	t1434;t1435;t1438;t1440	t1430;t1431;t1432;t1433;t1436;t1437;t1439;t1441	ref	f1
g47	t1434;t1435;t1438;t1440	t1430;t1431;t1432;t1433;t1436;t1437;t1439;t1441	ref	f19
g47	t1434;t1435;t1438;t1440	t1430;t1431;t1432;t1433;t1436;t1437;t1439;t1441	ref	f3
g47	t1434;t1435;t1438;t1440	t1430;t1431;t1432;t1433;t1436;t1437;t1439;t1441	ref	f13
g48	t1444;t1445;t1450;t1453;t1454	t1442;t1443;t1446;t1447;t1448;t1449;t1451;t1452;t1455	ref	f13
g48	t1444;t1445;t1450;t1453;t1454	t1442;t1443;t1446;t1447;t1448;t1449;t1451;t1452;t1455	ref	f3
g48	t1444;t1445;t1450;t1453;t1454	t1442;t1443;t1446;t1447;t1448;t1449;t1451;t1452;t1455	ref	f8
g49	t1457;t1461;t1463	t1456;t1458;t1459;t1460;t1462	ref	f9
g49	t1457;t1461;t1463	t1456;t1458;t1459;t1460;t1462	ref	f15
g49	t1457;t1461;t1463	t1456;t1458;t1459;t1460;t1462	ref	f3
g49	t1457;t1461;t1463	t1456;t1458;t1459;t1460;t1462	ref	f10
g5	t1464;t1467;t1468;t1470	t1465;t1466;t1469;t1471;t1472;t1473	ref	f3
g5	t1464;t1467;t1468;t1470	t1465;t1466;t1469;t1471;t1472;t1473	ref	f17
g5	t1464;t1467;t1468;t1470	t1465;t1466;t1469;t1471;t1472;t1473	ref	f12
g50	t1474;t1475;t1482	t1476;t1477;t1478;t1479;t1480;t1481;t1483;t1484;t1485	ref	f5
g50	t1474;t1475;t1482	t1476;t1477;t1478;t1479;t1480;t1481;t1483;t1484;t1485	ref	f15
g50	t1474;t1475;t1482	t1476;t1477;t1478;t1479;t1480;t1481;t1483;t1484;t1485	ref	f11
g50	t1474;t1475;t1482	t1476;t1477;t1478;t1479;t1480;t1481;t1483;t1484;t1485	ref	f18
g51	t1488;t1490;t1491	t1486;t1487;t1489;t1492;t1493;t1494	ref	f4
g51	t1488;t1490;t1491	t1486;t1487;t1489;t1492;t1493;t1494	ref	f8
g51	t1488;t1490;t1491	t1486;t1487;t1489;t1492;t1493;t1494	ref	f10
g51	t1488;t1490;t1491	t1486;t1487;t1489;t1492;t1493;t1494	ref	f18
g51	t1488;t1490;t1491	t1486;t1487;t1489;t1492;t1493;t1494	ref	f15
g52	t1495;t1497;t1499;t1504	t1496;t1498;t1500;t1501;t1502;t1503	ref	f19
g52	t1495;t1497;t1499;t1504	t1496;t1498;t1500;t1501;t1502;t1503	ref	f7
g52	t1495;t1497;t1499;t1504	t1496;t1498;t1500;t1501;t1502;t1503	ref	f16
g52	t1495;t1497;t1499;t1504	t1496;t1498;t1500;t1501;t1502;t1503	ref	f18
g53	t1505;t1508;t1512;t1514;t1517	t1506;t1507;t1509;t1510;t1511;t1513;t1515;t1516	ref	f9
g53	t1505;t1508;t1512;t1514;t1517	t1506;t1507;t1509;t1510;t1511;t1513;t1515;t1516	ref	f13
g53	t1505;t1508;t1512;t1514;t1517	t1506;t1507;t1509;t1510;t1511;t1513;t1515;t1516	ref	f18
g53	t1505;t1508;t1512;t1514;t1517	t1506;t1507;t1509;t1510;t1511;t1513;t1515;t1516	ref	f16
g53	t1505;t1508;t1512;t1514;t1517	t1506;t1507;t1509;t1510;t1511;t1513;t1515;t1516	ref	f17
g54	t1518;t1522;t1527;t1531;t1534	t1519;t1520;t1521;t1523;t1524;t1525;t1526;t1528;t1529;t1530;t1532;t1533	ref	f3
g54	t1518;t1522;t1527;t1531;t1534	t1519;t1520;t1521;t1523;t1524;t1525;t1526;t1528;t1529;t1530;t1532;t1533	ref	f2
g54	t1518;t1522;t1527;t1531;t1534	t1519;t1520;t1521;t1523;t1524;t1525;t1526;t1528;t1529;t1530;t1532;t1533	ref	f6
g54	t1518;t1522;t1527;t1531;t1534	t1519;t1520;t1521;t1523;t1524;t1525;t1526;t1528;t1529;t1530;t1532;t1533	ref	f16
g54	t1518;t1522;t1527;t1531;t1534	t1519;t1520;t1521;t1523;t1524;t1525;t1526;t1528;t1529;t1530;t1532;t1533	ref	f17
g55	t1537;t1540;t1541	t1535;t1536;t1538;t1539	ref	f15
g55	t1537;t1540;t1541	t1535;t1536;t1538;t1539	ref	f11
g55	t1537;t1540;t1541	t1535;t1536;t1538;t1539	ref	f14
g55	t1537;t1540;t1541	t1535;t1536;t1538;t1539	ref	f17
g56	t1544;t1547;t1548;t1549	t1542;t1543;t1545;t1546;t1550;t1551	ref	f20
g56	t1544;t1547;t1548;t1549	t1542;t1543;t1545;t1546;t1550;t1551	ref	f1
g56	t1544;t1547;t1548;t1549	t1542;t1543;t1545;t1546;t1550;t1551	ref	f4
g56	t1544;t1547;t1548;t1549	t1542;t1543;t1545;t1546;t1550;t1551	ref	f8
g56	t1544;t1547;t1548;t1549	t1542;t1543;t1545;t1546;t1550;t1551	ref	f12
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f14
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f2
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f19
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f18
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f15
g57	t1555;t1556;t1559	t1552;t1553;t1554;t1557;t1558;t1560;t1561	ref	f17
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f20
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f2
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f8
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f9
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f10
g58	t1562;t1566;t1567;t1570;t1571;t1572;t1573	t1563;t1564;t1565;t1568;t1569;t1574;t1575	ref	f5
g59	t1578;t1579;t1580;t1582	t1576;t1577;t1581;t1583	ref	f15
g59	t1578;t1579;t1580;t1582	t1576;t1577;t1581;t1583	ref	f4
g59	t1578;t1579;t1580;t1582	t1576;t1577;t1581;t1583	ref	f12
g59	t1578;t1579;t1580;t1582	t1576;t1577;t1581;t1583	ref	f8
g6	t1585;t1586;t1592	t1584;t1587;t1588;t1589;t1590;t1591	ref	f4
g6	t1585;t1586;t1592	t1584;t1587;t1588;t1589;t1590;t1591	ref	f14
g6	t1585;t1586;t1592	t1584;t1587;t1588;t1589;t1590;t1591	ref	f2
